@100,07042025,13122025,0070,IFF Standaard uit RIF         
#ah
-00003159,00012989,1
-00025784,00012989,1
-00007920,00008779,1
-00007920,00011318,1
-00007920,00024643,1
-00010426,00002825,1
-00024885,00002825,1
-00025268,00002825,1
-00003136,00014662,1
-00007213,00008607,1
-00008607,00007213,1
-00008607,00016511,1
-00011738,00014662,1
-00004901,00012415,1
-00010056,00017255,1
-00011870,00017255,1
-00008420,00005290,1
-00008420,00013058,1
-00008420,00025648,1
-00014521,00004450,0
-00004556,00018022,1
-00004556,00026705,1
-00002662,00014110,1
-00004930,00014110,1
-00024386,00014110,1
-00003112,00007596,1
-00008076,00007596,1
-00009958,00007596,1
-00018652,00007596,1
-00027427,00024683,1
-00003784,00017694,1
-00005614,00004480,1
-00017239,00017694,1
-00004765,00011204,1
-00004765,00013202,1
-00004765,00023224,1
-00004765,00027210,1
-00005081,00008854,1
-00005081,00023848,1
-00025290,00016291,1
-00010772,00014197,1
-00010772,00022168,1
-00011118,00014197,1
-00011118,00022168,1
-00012661,00014197,1
-00012661,00022168,1
-00025886,00014197,1
-00026225,00022168,1
-00027250,00022168,1
-00005100,00009332,1
-00007462,00012468,1
-00008172,00009332,1
-00012468,00007462,1
-00016838,00009332,1
-00020295,00009332,1
-00022707,00009332,1
-00007071,00000497,1
-00007071,00008828,1
-00007071,00025445,1
-00000942,00009421,1
-00000942,00024205,1
-00001479,00004380,1
-00001479,00004839,1
-00001479,00005490,1
-00001479,00008661,1
-00001479,00018873,1
-00006250,00005490,1
-00006250,00008661,1
-00006250,00018873,1
-00004380,00012873,1
-00004380,00017060,1
-00004839,00009368,1
-00008661,00012873,1
-00008661,00017060,1
-00001558,00010051,1
-00001558,00010146,1
-00010070,00010051,1
-00010070,00016152,1
-00010070,00020408,1
-00010070,00024988,1
-00010070,00026648,1
-00013744,00010051,1
-00013744,00016152,1
-00013744,00020408,1
-00013744,00030500,1
-00022766,00023305,1
-00027299,00023485,1
-00009578,00005111,1
-00013373,00005111,1
-00026038,00005111,1
-00029804,00028231,1
-00003265,00009195,1
-00003563,00004123,1
-00003563,00009195,1
-00004489,00004123,1
-00004857,00004123,1
-00015246,00009195,1
-00015435,00004123,1
-00019138,00004123,1
-00019138,00009195,1
-00026736,00009195,1
-00027057,00004123,1
-00007120,00009402,1
-00007120,00011108,1
-00007120,00025355,1
-00011228,00014013,1
-00011228,00026978,1
-00025780,00025232,1
-00026321,00000172,1
-00008341,00002795,1
-00009406,00002795,1
-00011910,00001618,1
-00011910,00022115,1
-00011910,00026744,1
-00012976,00000453,1
-00012976,00002795,1
-00017073,00002795,1
-00017073,00018795,1
-00017426,00002795,1
-00017426,00018795,1
-00002817,00007497,1
-00017374,00007497,1
-00023412,00007497,1
-00005466,00009609,1
-00009609,00005466,1
-00010647,00010230,1
-00013438,00010230,1
-00016061,00010230,1
-00019783,00010230,1
-00000298,00006243,1
-00000298,00011196,1
-00000298,00012340,1
-00000298,00016165,1
-00000298,00020211,1
-00000298,00025792,1
-00007128,00003095,1
-00007128,00008097,1
-00007128,00016305,1
-00007128,00024602,1
-00007128,00024604,1
-00008460,00009003,0
-00008460,00015818,0
-00008460,00021129,0
-00012354,00009003,0
-00012354,00021129,0
-00007382,00014873,0
-00009434,00009003,0
-00009434,00015818,0
-00009434,00021129,0
-00009766,00009003,0
-00009766,00015818,0
-00011596,00015818,0
-00011596,00000251,0
-00011596,00017639,0
-00016564,00009003,0
-00016564,00000251,0
-00016564,00017639,0
-00021807,00021129,0
-00001394,00009434,1
-00001394,00009766,1
-00001394,00009003,0
-00016570,00009434,1
-00016570,00009766,1
-00016570,00021807,1
-00016570,00023889,1
-00016570,00015818,0
-00016570,00021129,0
-00025626,00022724,1
-00015276,00023208,1
-00025531,00023905,1
-00000251,00012512,1
-00000251,00015276,1
-00000251,00001535,1
-00014873,00008738,1
-00014873,00003071,1
-00017639,00012512,1
-00017639,00015276,1
-00005761,00003300,1
-00013493,00003300,1
-00013493,00027635,1
-00017156,00003300,1
-00017675,00003300,1
-00024563,00003300,1
-00027858,00028077,1
-00000127,00004833,1
-00000127,00013347,1
-00000127,00018380,1
-00000127,00021449,1
-00004833,00000127,1
-00004833,00007986,1
-00006984,00009933,1
-00006984,00015567,1
-00007986,00004833,1
-00013347,00000127,1
-00013347,00009933,1
-00013347,00015567,1
-00015567,00006984,1
-00015567,00013347,1
-00015567,00018380,1
-00015567,00031929,1
-00018380,00000127,1
-00018380,00015567,1
-00021449,00000127,1
-00026763,00009933,1
-00030803,00009933,1
-00031929,00015567,1
-00000950,00000257,1
-00000950,00002589,1
-00000950,00006211,1
-00000950,00017908,1
-00000950,00026462,1
-00014637,00006178,1
-00014637,00020212,1
-00014637,00025759,1
-00014637,00030912,1
-00027017,00017383,1
-00011827,00004762,1
-00011827,00005033,1
-00015673,00004762,1
-00015673,00005033,1
-00017735,00004762,1
-00017735,00025244,1
-00004759,00001327,1
-00010547,00001327,1
-00010547,00025192,1
-00024039,00025192,1
-00000509,00006716,1
-00002608,00010892,1
-00002608,00012160,1
-00006716,00000509,1
-00006716,00010892,1
-00009398,00012160,1
-00015002,00012160,1
-00021278,00010892,1
-00021278,00012160,1
-00008485,00006374,1
-00008485,00008219,1
-00008485,00011422,1
-00008485,00022446,1
-00003126,00001232,1
-00003126,00004479,1
-00003126,00021225,1
-00003126,00022859,1
-00003126,00022896,1
-00003934,00007461,1
-00003934,00009074,1
-00003934,00011212,1
-00003934,00012288,1
-00003934,00020420,1
-00007208,00011212,1
-00007208,00012288,1
-00007208,00020420,1
-00009186,00000100,1
-00011955,00004504,1
-00011955,00013855,1
-00011955,00014436,1
-00011955,00016759,1
-00016309,00013855,1
-00027269,00014436,1
-00027269,00016759,1
-00003728,00022784,1
-00009751,00005597,1
-00010765,00005597,1
-00010765,00027875,1
-00016067,00005597,1
-00025696,00005597,1
-00029710,00030888,1
-00001678,00013664,1
-00013179,00008036,1
-00013179,00013664,1
-00014411,00013664,1
-00016764,00008036,1
-00016764,00013664,1
-00020519,00008036,1
-00020519,00013664,1
-00024727,00008036,1
-00024727,00013664,1
-00026795,00013664,1
-00023700,00003394,1
-00014730,00002369,1
-00014730,00005213,1
-00014730,00010151,1
-00014730,00021361,1
-00014730,00026753,1
-00001938,00003715,1
-00001938,00022765,1
-00004060,00003497,1
-00004060,00016143,1
-00004060,00017137,1
-00004060,00023156,1
-00005184,00003497,1
-00005184,00004882,1
-00015381,00003497,1
-00016808,00003497,1
-00016808,00023618,1
-00019273,00003497,1
-00027166,00003497,1
-00011328,00011308,1
-00017513,00011308,1
-00023702,00011308,1
-00002135,00001533,1
-00002135,00006445,1
-00008124,00013943,1
-00009778,00006445,1
-00012862,00001533,1
-00013943,00008124,1
-00018322,00001533,1
-00018322,00006445,1
-00007422,00001795,1
-00007422,00007018,1
-00007422,00014967,1
-00007422,00020170,1
-00007422,00024244,1
-00008072,00003942,1
-00008072,00014900,1
-00008072,00015491,1
-00008072,00018015,1
-00008072,00027436,1
-00000775,00000285,1
-00000775,00010845,1
-00006678,00000285,1
-00006678,00002774,1
-00008239,00000707,1
-00008239,00003936,1
-00008239,00017185,1
-00008239,00025199,1
-00012572,00000285,1
-00012572,00010845,1
-00012572,00017185,1
-00014923,00000285,1
-00014923,00003936,1
-00019265,00000285,1
-00019265,00003936,1
-00021665,00000285,1
-00021665,00010845,1
-00026384,00017185,1
-00026384,00025199,1
-00019323,00022124,1
-00021207,00018405,1
-00004661,00000741,1
-00007262,00000741,1
-00016606,00000741,1
-00023811,00000741,1
-00026264,00000741,1
-00029865,00030682,1
-00001506,00009589,1
-00001506,00011454,1
-00002499,00009589,1
